Pf3D7_05_v3	1033032	1033032	NEG_FAR_Pf3D7_05_v3_1033032	-
Pf3D7_14_v3	568048	568048	NEG_FAR_Pf3D7_14_v3_568048	-
Pf3D7_13_v3	1171359	1171359	NEG_FAR_Pf3D7_13_v3_1171359	+
Pf3D7_08_v3	514829	514829	NEG_FAR_Pf3D7_08_v3_514829	-
Pf3D7_13_v3	2233856	2233856	NEG_NEAR_Pf3D7_13_v3_2234425_2233856	+
Pf3D7_12_v3	682348	682348	NEG_NEAR_Pf3D7_12_v3_682659_682348	-
Pf3D7_08_v3	684785	684785	NEG_NEAR_Pf3D7_08_v3_685276_684785	-
Pf3D7_05_v3	753093	753093	NEG_NEAR_Pf3D7_05_v3_752877_753093	-
Pf3D7_14_v3	1175212	1175212	NEG_NEAR_Pf3D7_14_v3_1175627_1175212	-
Pf3D7_14_v3	3162120	3162120	NEG_NEAR_Pf3D7_14_v3_3160787_3162120	-
Pf3D7_11_v3	401283	401283	NEG_NEAR_Pf3D7_11_v3_400312_401283	+
Pf3D7_07_v3	1376161	1376161	NEG_FAR_Pf3D7_07_v3_1376161	+
Pf3D7_14_v3	1828633	1828633	NEG_NEAR_Pf3D7_14_v3_1828357_1828633	-
Pf3D7_06_v3	1202996	1202996	NEG_FAR_Pf3D7_06_v3_1202996	-
Pf3D7_14_v3	1072150	1072150	NEG_FAR_Pf3D7_14_v3_1072150	-
Pf3D7_13_v3	2639586	2639586	NEG_NEAR_Pf3D7_13_v3_2639012_2639586	+
Pf3D7_14_v3	2084009	2084009	NEG_NEAR_Pf3D7_14_v3_2085412_2084009	+
Pf3D7_06_v3	546339	546339	NEG_NEAR_Pf3D7_06_v3_546842_546339	+
Pf3D7_12_v3	2193971	2193971	NEG_FAR_Pf3D7_12_v3_2193971	-
Pf3D7_06_v3	1304393	1304393	NEG_FAR_Pf3D7_06_v3_1304393	+
Pf3D7_11_v3	315688	315688	NEG_FAR_Pf3D7_11_v3_315688	+
Pf3D7_14_v3	780643	780643	NEG_NEAR_Pf3D7_14_v3_780915_780643	-
Pf3D7_07_v3	1375161	1375161	NEG_FAR_Pf3D7_07_v3_1375161	-
Pf3D7_04_v3	244548	244548	NEG_FAR_Pf3D7_04_v3_244548	-
Pf3D7_12_v3	184473	184473	NEG_NEAR_Pf3D7_12_v3_184682_184473	-
Pf3D7_11_v3	1751288	1751288	NEG_NEAR_Pf3D7_11_v3_1751784_1751288	-
Pf3D7_02_v3	447243	447243	NEG_FAR_Pf3D7_02_v3_447243	-
Pf3D7_14_v3	546137	546137	NEG_NEAR_Pf3D7_14_v3_547441_546137	-
Pf3D7_13_v3	1170959	1170959	NEG_FAR_Pf3D7_13_v3_1170959	-
Pf3D7_01_v3	343505	343505	NEG_NEAR_Pf3D7_01_v3_344346_343505	-
Pf3D7_13_v3	1267964	1267964	NEG_NEAR_Pf3D7_13_v3_1269310_1267964	+
Pf3D7_04_v3	643092	643092	NEG_FAR_Pf3D7_04_v3_643092	+
Pf3D7_13_v3	2516649	2516649	NEG_NEAR_Pf3D7_13_v3_2517068_2516649	-
Pf3D7_04_v3	215855	215855	NEG_FAR_Pf3D7_04_v3_215855	-
Pf3D7_13_v3	1035750	1035750	NEG_NEAR_Pf3D7_13_v3_1034471_1035750	-
Pf3D7_11_v3	789071	789071	NEG_NEAR_Pf3D7_11_v3_789658_789071	-
Pf3D7_13_v3	1472502	1472502	NEG_NEAR_Pf3D7_13_v3_1471923_1472502	-
Pf3D7_12_v3	851309	851309	NEG_NEAR_Pf3D7_12_v3_850889_851309	+
Pf3D7_10_v3	1413601	1413601	NEG_NEAR_Pf3D7_10_v3_1412596_1413601	+
Pf3D7_06_v3	1306793	1306793	NEG_FAR_Pf3D7_06_v3_1306793	+
Pf3D7_11_v3	130055	130055	NEG_NEAR_Pf3D7_11_v3_129618_130055	+
Pf3D7_01_v3	567243	567243	NEG_FAR_Pf3D7_01_v3_567243	-
Pf3D7_07_v3	809740	809740	NEG_FAR_Pf3D7_07_v3_809740	+
Pf3D7_10_v3	678418	678418	NEG_FAR_Pf3D7_10_v3_678418	+
Pf3D7_11_v3	341602	341602	NEG_FAR_Pf3D7_11_v3_341602	+
Pf3D7_06_v3	745407	745407	NEG_FAR_Pf3D7_06_v3_745407	+
Pf3D7_06_v3	503341	503341	NEG_FAR_Pf3D7_06_v3_503341	-
Pf3D7_11_v3	1567246	1567246	NEG_FAR_Pf3D7_11_v3_1567246	-
Pf3D7_11_v3	93475	93475	NEG_FAR_Pf3D7_11_v3_93475	+
Pf3D7_06_v3	1156665	1156665	NEG_FAR_Pf3D7_06_v3_1156665	+
Pf3D7_10_v3	636980	636980	NEG_NEAR_Pf3D7_10_v3_636755_636980	+
Pf3D7_11_v3	1371199	1371199	NEG_NEAR_Pf3D7_11_v3_1371743_1371199	-
Pf3D7_06_v3	1304193	1304193	NEG_FAR_Pf3D7_06_v3_1304193	-
Pf3D7_14_v3	1874609	1874609	NEG_NEAR_Pf3D7_14_v3_1874847_1874609	-
Pf3D7_14_v3	2963180	2963180	NEG_NEAR_Pf3D7_14_v3_2961730_2963180	+
Pf3D7_14_v3	2796324	2796324	NEG_FAR_Pf3D7_14_v3_2796324	+
Pf3D7_11_v3	918439	918439	NEG_NEAR_Pf3D7_11_v3_918227_918439	+
Pf3D7_10_v3	222131	222131	NEG_NEAR_Pf3D7_10_v3_221590_222131	+
Pf3D7_10_v3	679818	679818	NEG_FAR_Pf3D7_10_v3_679818	+
Pf3D7_03_v3	768240	768240	NEG_NEAR_Pf3D7_03_v3_767814_768240	+
Pf3D7_12_v3	86452	86452	NEG_FAR_Pf3D7_12_v3_86452	+
Pf3D7_05_v3	453835	453835	NEG_FAR_Pf3D7_05_v3_453835	-
Pf3D7_06_v3	480630	480630	NEG_FAR_Pf3D7_06_v3_480630	-
Pf3D7_09_v3	1398637	1398637	NEG_FAR_Pf3D7_09_v3_1398637	-
Pf3D7_13_v3	1782843	1782843	NEG_FAR_Pf3D7_13_v3_1782843	-
Pf3D7_05_v3	1143456	1143456	NEG_NEAR_Pf3D7_05_v3_1143232_1143456	+
Pf3D7_11_v3	1332492	1332492	NEG_NEAR_Pf3D7_11_v3_1332832_1332492	+
Pf3D7_14_v3	2982060	2982060	NEG_NEAR_Pf3D7_14_v3_2981143_2982060	-
Pf3D7_12_v3	341007	341007	NEG_FAR_Pf3D7_12_v3_341007	+
Pf3D7_11_v3	832114	832114	NEG_FAR_Pf3D7_11_v3_832114	+
Pf3D7_12_v3	1818159	1818159	NEG_NEAR_Pf3D7_12_v3_1818737_1818159	+
Pf3D7_14_v3	1072350	1072350	NEG_FAR_Pf3D7_14_v3_1072350	+
Pf3D7_12_v3	170579	170579	NEG_NEAR_Pf3D7_12_v3_171897_170579	-
Pf3D7_09_v3	1384111	1384111	NEG_FAR_Pf3D7_09_v3_1384111	-
Pf3D7_04_v3	645092	645092	NEG_FAR_Pf3D7_04_v3_645092	+
Pf3D7_04_v3	119259	119259	NEG_FAR_Pf3D7_04_v3_119259	+
Pf3D7_10_v3	753414	753414	NEG_NEAR_Pf3D7_10_v3_752954_753414	+
Pf3D7_13_v3	95353	95353	NEG_FAR_Pf3D7_13_v3_95353	+
Pf3D7_05_v3	376293	376293	NEG_NEAR_Pf3D7_05_v3_376642_376293	-
Pf3D7_10_v3	1616384	1616384	NEG_NEAR_Pf3D7_10_v3_1617207_1616384	-
Pf3D7_05_v3	453635	453635	NEG_FAR_Pf3D7_05_v3_453635	+
Pf3D7_12_v3	1888655	1888655	NEG_NEAR_Pf3D7_12_v3_1888123_1888655	-
Pf3D7_14_v3	307834	307834	NEG_FAR_Pf3D7_14_v3_307834	-
Pf3D7_09_v3	1397637	1397637	NEG_FAR_Pf3D7_09_v3_1397637	+
Pf3D7_14_v3	1678491	1678491	NEG_NEAR_Pf3D7_14_v3_1678053_1678491	+
Pf3D7_10_v3	1611404	1611404	NEG_NEAR_Pf3D7_10_v3_1610698_1611404	+
Pf3D7_14_v3	1906515	1906515	NEG_NEAR_Pf3D7_14_v3_1907196_1906515	-
Pf3D7_14_v3	1073150	1073150	NEG_FAR_Pf3D7_14_v3_1073150	-
Pf3D7_14_v3	308634	308634	NEG_FAR_Pf3D7_14_v3_308634	-
Pf3D7_13_v3	371958	371958	NEG_NEAR_Pf3D7_13_v3_371688_371958	-
Pf3D7_14_v3	2908966	2908966	NEG_FAR_Pf3D7_14_v3_2908966	-
Pf3D7_03_v3	995626	995626	NEG_FAR_Pf3D7_03_v3_995626	+
Pf3D7_03_v3	597348	597348	NEG_FAR_Pf3D7_03_v3_597348	+
Pf3D7_11_v3	340802	340802	NEG_FAR_Pf3D7_11_v3_340802	-
Pf3D7_14_v3	1375677	1375677	NEG_NEAR_Pf3D7_14_v3_1375127_1375677	+
Pf3D7_14_v3	145065	145065	NEG_NEAR_Pf3D7_14_v3_144819_145065	-
Pf3D7_14_v3	2796724	2796724	NEG_FAR_Pf3D7_14_v3_2796724	+
Pf3D7_06_v3	445298	445298	NEG_NEAR_Pf3D7_06_v3_444509_445298	+
Pf3D7_13_v3	455485	455485	NEG_NEAR_Pf3D7_13_v3_455132_455485	-
Pf3D7_14_v3	3069407	3069407	NEG_NEAR_Pf3D7_14_v3_3069021_3069407	+
Pf3D7_13_v3	1455419	1455419	NEG_NEAR_Pf3D7_13_v3_1456225_1455419	+
Pf3D7_04_v3	642892	642892	NEG_FAR_Pf3D7_04_v3_642892	+
Pf3D7_13_v3	719058	719058	NEG_FAR_Pf3D7_13_v3_719058	+
Pf3D7_04_v3	216255	216255	NEG_FAR_Pf3D7_04_v3_216255	+
Pf3D7_10_v3	1340603	1340603	NEG_NEAR_Pf3D7_10_v3_1341106_1340603	+
Pf3D7_05_v3	709457	709457	NEG_FAR_Pf3D7_05_v3_709457	+
Pf3D7_14_v3	1604601	1604601	NEG_FAR_Pf3D7_14_v3_1604601	+
Pf3D7_09_v3	1386911	1386911	NEG_FAR_Pf3D7_09_v3_1386911	-
Pf3D7_04_v3	1068629	1068629	NEG_FAR_Pf3D7_04_v3_1068629	+
Pf3D7_10_v3	1589663	1589663	NEG_NEAR_Pf3D7_10_v3_1589365_1589663	+
Pf3D7_04_v3	98323	98323	NEG_FAR_Pf3D7_04_v3_98323	-
Pf3D7_11_v3	1437171	1437171	NEG_FAR_Pf3D7_11_v3_1437171	-
Pf3D7_12_v3	904677	904677	NEG_FAR_Pf3D7_12_v3_904677	+
Pf3D7_03_v3	594548	594548	NEG_FAR_Pf3D7_03_v3_594548	-
Pf3D7_12_v3	527691	527691	NEG_NEAR_Pf3D7_12_v3_528120_527691	+
Pf3D7_06_v3	282527	282527	NEG_NEAR_Pf3D7_06_v3_282048_282527	-
Pf3D7_12_v3	66537	66537	NEG_FAR_Pf3D7_12_v3_66537	+
Pf3D7_14_v3	2989623	2989623	NEG_NEAR_Pf3D7_14_v3_2989297_2989623	-
Pf3D7_13_v3	2292520	2292520	NEG_NEAR_Pf3D7_13_v3_2291376_2292520	+
Pf3D7_03_v3	600348	600348	NEG_FAR_Pf3D7_03_v3_600348	-
Pf3D7_14_v3	184152	184152	NEG_NEAR_Pf3D7_14_v3_185357_184152	-
Pf3D7_12_v3	255885	255885	NEG_NEAR_Pf3D7_12_v3_255583_255885	+
Pf3D7_03_v3	599548	599548	NEG_FAR_Pf3D7_03_v3_599548	-
Pf3D7_09_v3	1397237	1397237	NEG_FAR_Pf3D7_09_v3_1397237	-
Pf3D7_13_v3	2539231	2539231	NEG_NEAR_Pf3D7_13_v3_2539642_2539231	-
Pf3D7_12_v3	1270271	1270271	NEG_NEAR_Pf3D7_12_v3_1270492_1270271	+
Pf3D7_14_v3	1457027	1457027	NEG_NEAR_Pf3D7_14_v3_1457248_1457027	-
Pf3D7_14_v3	356237	356237	NEG_NEAR_Pf3D7_14_v3_356531_356237	-
Pf3D7_14_v3	1842368	1842368	NEG_NEAR_Pf3D7_14_v3_1841028_1842368	+
Pf3D7_06_v3	1310593	1310593	NEG_FAR_Pf3D7_06_v3_1310593	+
Pf3D7_10_v3	915746	915746	NEG_FAR_Pf3D7_10_v3_915746	-
Pf3D7_09_v3	1059817	1059817	NEG_FAR_Pf3D7_09_v3_1059817	+
Pf3D7_05_v3	1156531	1156531	NEG_NEAR_Pf3D7_05_v3_1155939_1156531	+
Pf3D7_14_v3	1368673	1368673	NEG_NEAR_Pf3D7_14_v3_1368421_1368673	-
Pf3D7_11_v3	1453651	1453651	NEG_FAR_Pf3D7_11_v3_1453651	+
Pf3D7_13_v3	2530832	2530832	NEG_NEAR_Pf3D7_13_v3_2531698_2530832	+
Pf3D7_10_v3	1021990	1021990	NEG_NEAR_Pf3D7_10_v3_1023082_1021990	-
Pf3D7_08_v3	301072	301072	NEG_FAR_Pf3D7_08_v3_301072	+
Pf3D7_14_v3	2806933	2806933	NEG_FAR_Pf3D7_14_v3_2806933	-
Pf3D7_10_v3	1582960	1582960	NEG_FAR_Pf3D7_10_v3_1582960	+
Pf3D7_10_v3	937458	937458	NEG_FAR_Pf3D7_10_v3_937458	+
Pf3D7_06_v3	59099	59099	NEG_FAR_Pf3D7_06_v3_59099	-
Pf3D7_13_v3	2611366	2611366	NEG_NEAR_Pf3D7_13_v3_2611031_2611366	-
Pf3D7_08_v3	73986	73986	NEG_FAR_Pf3D7_08_v3_73986	-
Pf3D7_11_v3	769369	769369	NEG_NEAR_Pf3D7_11_v3_768799_769369	+
Pf3D7_02_v3	817055	817055	NEG_FAR_Pf3D7_02_v3_817055	-
Pf3D7_06_v3	60499	60499	NEG_FAR_Pf3D7_06_v3_60499	+
Pf3D7_02_v3	30601	30601	NEG_NEAR_Pf3D7_02_v3_31624_30601	+
Pf3D7_08_v3	144693	144693	NEG_NEAR_Pf3D7_08_v3_145065_144693	-
Pf3D7_13_v3	657483	657483	NEG_NEAR_Pf3D7_13_v3_657881_657483	-
Pf3D7_11_v3	789873	789873	NEG_NEAR_Pf3D7_11_v3_789658_789873	+
Pf3D7_12_v3	756272	756272	NEG_NEAR_Pf3D7_12_v3_755941_756272	-
Pf3D7_12_v3	905077	905077	NEG_FAR_Pf3D7_12_v3_905077	-
Pf3D7_13_v3	1782643	1782643	NEG_FAR_Pf3D7_13_v3_1782643	+
Pf3D7_05_v3	709857	709857	NEG_FAR_Pf3D7_05_v3_709857	+
Pf3D7_11_v3	1695108	1695108	NEG_NEAR_Pf3D7_11_v3_1694905_1695108	+
Pf3D7_03_v3	600748	600748	NEG_FAR_Pf3D7_03_v3_600748	+
Pf3D7_12_v3	157617	157617	NEG_NEAR_Pf3D7_12_v3_158005_157617	-
Pf3D7_12_v3	305227	305227	NEG_FAR_Pf3D7_12_v3_305227	-
Pf3D7_12_v3	1576487	1576487	NEG_NEAR_Pf3D7_12_v3_1576830_1576487	+
Pf3D7_14_v3	144508	144508	NEG_NEAR_Pf3D7_14_v3_143983_144508	-
Pf3D7_12_v3	2066832	2066832	NEG_NEAR_Pf3D7_12_v3_2066607_2066832	-
Pf3D7_13_v3	2567537	2567537	NEG_NEAR_Pf3D7_13_v3_2568110_2567537	+
Pf3D7_11_v3	1996019	1996019	NEG_FAR_Pf3D7_11_v3_1996019	+
Pf3D7_14_v3	2719686	2719686	NEG_FAR_Pf3D7_14_v3_2719686	+
Pf3D7_04_v3	121259	121259	NEG_FAR_Pf3D7_04_v3_121259	-
Pf3D7_14_v3	1264048	1264048	NEG_NEAR_Pf3D7_14_v3_1263825_1264048	-
Pf3D7_12_v3	904077	904077	NEG_FAR_Pf3D7_12_v3_904077	+
Pf3D7_11_v3	96475	96475	NEG_FAR_Pf3D7_11_v3_96475	-
Pf3D7_14_v3	2908566	2908566	NEG_FAR_Pf3D7_14_v3_2908566	-
Pf3D7_14_v3	1003707	1003707	NEG_FAR_Pf3D7_14_v3_1003707	+
Pf3D7_06_v3	1305993	1305993	NEG_FAR_Pf3D7_06_v3_1305993	-
Pf3D7_11_v3	1438171	1438171	NEG_FAR_Pf3D7_11_v3_1438171	+
Pf3D7_14_v3	253717	253717	NEG_NEAR_Pf3D7_14_v3_253395_253717	+
Pf3D7_10_v3	954958	954958	NEG_NEAR_Pf3D7_10_v3_955321_954958	+
Pf3D7_06_v3	503541	503541	NEG_FAR_Pf3D7_06_v3_503541	+
Pf3D7_06_v3	746407	746407	NEG_FAR_Pf3D7_06_v3_746407	+
Pf3D7_12_v3	1768792	1768792	NEG_FAR_Pf3D7_12_v3_1768792	-
Pf3D7_04_v3	825541	825541	NEG_FAR_Pf3D7_04_v3_825541	+
Pf3D7_06_v3	478830	478830	NEG_FAR_Pf3D7_06_v3_478830	+
Pf3D7_12_v3	819519	819519	NEG_NEAR_Pf3D7_12_v3_820382_819519	+
Pf3D7_07_v3	1291600	1291600	NEG_FAR_Pf3D7_07_v3_1291600	-
Pf3D7_14_v3	1248028	1248028	NEG_NEAR_Pf3D7_14_v3_1248405_1248028	+
Pf3D7_11_v3	93075	93075	NEG_FAR_Pf3D7_11_v3_93075	-
Pf3D7_09_v3	1241913	1241913	NEG_FAR_Pf3D7_09_v3_1241913	+
Pf3D7_11_v3	1275375	1275375	NEG_NEAR_Pf3D7_11_v3_1276247_1275375	-
