id	type	band	source	chr	pos
NEG_NEAR_Pf3D7_01_v3_175239_174723	near	516	TSS/TTS	Pf3D7_01_v3	174723
NEG_NEAR_Pf3D7_01_v3_175239_174596	near	643	TSS/TTS	Pf3D7_01_v3	174596
NEG_NEAR_Pf3D7_01_v3_175239_175622	near	383	TSS/TTS	Pf3D7_01_v3	175622
NEG_NEAR_Pf3D7_01_v3_175239_176436	near	1197	TSS/TTS	Pf3D7_01_v3	176436
NEG_NEAR_Pf3D7_01_v3_177941_177590	near	351	TSS/TTS	Pf3D7_01_v3	177590
NEG_NEAR_Pf3D7_01_v3_177941_177144	near	797	TSS/TTS	Pf3D7_01_v3	177144
NEG_NEAR_Pf3D7_01_v3_177941_178198	near	257	TSS/TTS	Pf3D7_01_v3	178198
NEG_NEAR_Pf3D7_01_v3_177941_178771	near	830	TSS/TTS	Pf3D7_01_v3	178771
NEG_NEAR_Pf3D7_01_v3_181621_181117	near	504	TSS/TTS	Pf3D7_01_v3	181117
NEG_NEAR_Pf3D7_01_v3_181621_180452	near	1169	TSS/TTS	Pf3D7_01_v3	180452
NEG_NEAR_Pf3D7_01_v3_181621_182046	near	425	TSS/TTS	Pf3D7_01_v3	182046
NEG_NEAR_Pf3D7_01_v3_181621_183066	near	1445	TSS/TTS	Pf3D7_01_v3	183066
NEG_NEAR_Pf3D7_01_v3_189177_188976	near	201	TSS/TTS	Pf3D7_01_v3	188976
NEG_NEAR_Pf3D7_01_v3_189177_188448	near	729	TSS/TTS	Pf3D7_01_v3	188448
NEG_NEAR_Pf3D7_01_v3_189177_189531	near	354	TSS/TTS	Pf3D7_01_v3	189531
NEG_NEAR_Pf3D7_01_v3_189177_190052	near	875	TSS/TTS	Pf3D7_01_v3	190052
NEG_NEAR_Pf3D7_01_v3_201776_201336	near	440	TSS/TTS	Pf3D7_01_v3	201336
NEG_NEAR_Pf3D7_01_v3_201776_200642	near	1134	TSS/TTS	Pf3D7_01_v3	200642
NEG_NEAR_Pf3D7_01_v3_201776_201978	near	202	TSS/TTS	Pf3D7_01_v3	201978
NEG_NEAR_Pf3D7_01_v3_201776_202703	near	927	TSS/TTS	Pf3D7_01_v3	202703
NEG_NEAR_Pf3D7_01_v3_206169_205697	near	472	TSS/TTS	Pf3D7_01_v3	205697
NEG_NEAR_Pf3D7_01_v3_206169_205040	near	1129	TSS/TTS	Pf3D7_01_v3	205040
NEG_NEAR_Pf3D7_01_v3_206169_206475	near	306	TSS/TTS	Pf3D7_01_v3	206475
NEG_NEAR_Pf3D7_01_v3_206169_207072	near	903	TSS/TTS	Pf3D7_01_v3	207072
NEG_NEAR_Pf3D7_01_v3_210437_209872	near	565	TSS/TTS	Pf3D7_01_v3	209872
NEG_NEAR_Pf3D7_01_v3_210437_209677	near	760	TSS/TTS	Pf3D7_01_v3	209677
NEG_NEAR_Pf3D7_01_v3_210437_210987	near	550	TSS/TTS	Pf3D7_01_v3	210987
NEG_NEAR_Pf3D7_01_v3_210437_211880	near	1443	TSS/TTS	Pf3D7_01_v3	211880
NEG_NEAR_Pf3D7_01_v3_220552_220051	near	501	TSS/TTS	Pf3D7_01_v3	220051
NEG_NEAR_Pf3D7_01_v3_220552_219711	near	841	TSS/TTS	Pf3D7_01_v3	219711
NEG_NEAR_Pf3D7_01_v3_220552_220899	near	347	TSS/TTS	Pf3D7_01_v3	220899
NEG_NEAR_Pf3D7_01_v3_220552_221590	near	1038	TSS/TTS	Pf3D7_01_v3	221590
NEG_NEAR_Pf3D7_01_v3_221874_221655	near	219	TSS/TTS	Pf3D7_01_v3	221655
NEG_NEAR_Pf3D7_01_v3_221874_220950	near	924	TSS/TTS	Pf3D7_01_v3	220950
NEG_NEAR_Pf3D7_01_v3_221874_222462	near	588	TSS/TTS	Pf3D7_01_v3	222462
NEG_NEAR_Pf3D7_01_v3_221874_222520	near	646	TSS/TTS	Pf3D7_01_v3	222520
NEG_NEAR_Pf3D7_01_v3_253338_252742	near	596	TSS/TTS	Pf3D7_01_v3	252742
NEG_NEAR_Pf3D7_01_v3_253338_252425	near	913	TSS/TTS	Pf3D7_01_v3	252425
NEG_NEAR_Pf3D7_01_v3_253338_253821	near	483	TSS/TTS	Pf3D7_01_v3	253821
NEG_NEAR_Pf3D7_01_v3_253338_254337	near	999	TSS/TTS	Pf3D7_01_v3	254337
NEG_NEAR_Pf3D7_01_v3_255382_254960	near	422	TSS/TTS	Pf3D7_01_v3	254960
NEG_NEAR_Pf3D7_01_v3_255382_254642	near	740	TSS/TTS	Pf3D7_01_v3	254642
NEG_NEAR_Pf3D7_01_v3_255382_255770	near	388	TSS/TTS	Pf3D7_01_v3	255770
NEG_NEAR_Pf3D7_01_v3_255382_256825	near	1443	TSS/TTS	Pf3D7_01_v3	256825
NEG_NEAR_Pf3D7_01_v3_272205_271697	near	508	TSS/TTS	Pf3D7_01_v3	271697
NEG_NEAR_Pf3D7_01_v3_272205_271208	near	997	TSS/TTS	Pf3D7_01_v3	271208
NEG_NEAR_Pf3D7_01_v3_272205_272456	near	251	TSS/TTS	Pf3D7_01_v3	272456
NEG_NEAR_Pf3D7_01_v3_272205_273174	near	969	TSS/TTS	Pf3D7_01_v3	273174
NEG_NEAR_Pf3D7_01_v3_273404_272906	near	498	TSS/TTS	Pf3D7_01_v3	272906
NEG_NEAR_Pf3D7_01_v3_273404_272360	near	1044	TSS/TTS	Pf3D7_01_v3	272360
NEG_NEAR_Pf3D7_01_v3_273404_273670	near	266	TSS/TTS	Pf3D7_01_v3	273670
NEG_NEAR_Pf3D7_01_v3_273404_274826	near	1422	TSS/TTS	Pf3D7_01_v3	274826
NEG_NEAR_Pf3D7_01_v3_274238_273759	near	479	TSS/TTS	Pf3D7_01_v3	273759
NEG_NEAR_Pf3D7_01_v3_274238_272881	near	1357	TSS/TTS	Pf3D7_01_v3	272881
NEG_NEAR_Pf3D7_01_v3_274238_274565	near	327	TSS/TTS	Pf3D7_01_v3	274565
NEG_NEAR_Pf3D7_01_v3_274238_275726	near	1488	TSS/TTS	Pf3D7_01_v3	275726
NEG_NEAR_Pf3D7_01_v3_278747_278357	near	390	TSS/TTS	Pf3D7_01_v3	278357
NEG_NEAR_Pf3D7_01_v3_278747_278075	near	672	TSS/TTS	Pf3D7_01_v3	278075
NEG_NEAR_Pf3D7_01_v3_278747_279056	near	309	TSS/TTS	Pf3D7_01_v3	279056
NEG_NEAR_Pf3D7_01_v3_278747_279395	near	648	TSS/TTS	Pf3D7_01_v3	279395
NEG_NEAR_Pf3D7_01_v3_281154_280832	near	322	TSS/TTS	Pf3D7_01_v3	280832
NEG_NEAR_Pf3D7_01_v3_281154_280022	near	1132	TSS/TTS	Pf3D7_01_v3	280022
NEG_NEAR_Pf3D7_01_v3_281154_281453	near	299	TSS/TTS	Pf3D7_01_v3	281453
NEG_NEAR_Pf3D7_01_v3_281154_282341	near	1187	TSS/TTS	Pf3D7_01_v3	282341
NEG_NEAR_Pf3D7_01_v3_285811_285331	near	480	TSS/TTS	Pf3D7_01_v3	285331
NEG_NEAR_Pf3D7_01_v3_285811_285158	near	653	TSS/TTS	Pf3D7_01_v3	285158
NEG_NEAR_Pf3D7_01_v3_285811_286284	near	473	TSS/TTS	Pf3D7_01_v3	286284
NEG_NEAR_Pf3D7_01_v3_285811_287189	near	1378	TSS/TTS	Pf3D7_01_v3	287189
NEG_NEAR_Pf3D7_01_v3_286745_286392	near	353	TSS/TTS	Pf3D7_01_v3	286392
NEG_NEAR_Pf3D7_01_v3_286745_285993	near	752	TSS/TTS	Pf3D7_01_v3	285993
NEG_NEAR_Pf3D7_01_v3_286745_286989	near	244	TSS/TTS	Pf3D7_01_v3	286989
NEG_NEAR_Pf3D7_01_v3_286745_287726	near	981	TSS/TTS	Pf3D7_01_v3	287726
NEG_NEAR_Pf3D7_01_v3_292894_292322	near	572	TSS/TTS	Pf3D7_01_v3	292322
NEG_NEAR_Pf3D7_01_v3_292894_292279	near	615	TSS/TTS	Pf3D7_01_v3	292279
NEG_NEAR_Pf3D7_01_v3_292894_293835	near	941	TSS/TTS	Pf3D7_01_v3	293835
NEG_NEAR_Pf3D7_01_v3_293245_292481	near	764	TSS/TTS	Pf3D7_01_v3	292481
NEG_NEAR_Pf3D7_01_v3_293245_293790	near	545	TSS/TTS	Pf3D7_01_v3	293790
NEG_NEAR_Pf3D7_01_v3_293245_294578	near	1333	TSS/TTS	Pf3D7_01_v3	294578
NEG_NEAR_Pf3D7_01_v3_295117_294897	near	220	TSS/TTS	Pf3D7_01_v3	294897
NEG_NEAR_Pf3D7_01_v3_295117_294405	near	712	TSS/TTS	Pf3D7_01_v3	294405
NEG_NEAR_Pf3D7_01_v3_295117_295515	near	398	TSS/TTS	Pf3D7_01_v3	295515
NEG_NEAR_Pf3D7_01_v3_295117_296199	near	1082	TSS/TTS	Pf3D7_01_v3	296199
NEG_NEAR_Pf3D7_01_v3_297041_296765	near	276	TSS/TTS	Pf3D7_01_v3	296765
NEG_NEAR_Pf3D7_01_v3_297041_295981	near	1060	TSS/TTS	Pf3D7_01_v3	295981
NEG_NEAR_Pf3D7_01_v3_297041_297513	near	472	TSS/TTS	Pf3D7_01_v3	297513
NEG_NEAR_Pf3D7_01_v3_297041_297906	near	865	TSS/TTS	Pf3D7_01_v3	297906
NEG_NEAR_Pf3D7_01_v3_299568_299242	near	326	TSS/TTS	Pf3D7_01_v3	299242
NEG_NEAR_Pf3D7_01_v3_299568_298098	near	1470	TSS/TTS	Pf3D7_01_v3	298098
NEG_NEAR_Pf3D7_01_v3_299568_299848	near	280	TSS/TTS	Pf3D7_01_v3	299848
NEG_NEAR_Pf3D7_01_v3_299568_301024	near	1456	TSS/TTS	Pf3D7_01_v3	301024
NEG_NEAR_Pf3D7_01_v3_302659_302326	near	333	TSS/TTS	Pf3D7_01_v3	302326
NEG_NEAR_Pf3D7_01_v3_302659_301901	near	758	TSS/TTS	Pf3D7_01_v3	301901
NEG_NEAR_Pf3D7_01_v3_302659_303133	near	474	TSS/TTS	Pf3D7_01_v3	303133
NEG_NEAR_Pf3D7_01_v3_302659_303733	near	1074	TSS/TTS	Pf3D7_01_v3	303733
NEG_NEAR_Pf3D7_01_v3_303949_303506	near	443	TSS/TTS	Pf3D7_01_v3	303506
NEG_NEAR_Pf3D7_01_v3_303949_302498	near	1451	TSS/TTS	Pf3D7_01_v3	302498
NEG_NEAR_Pf3D7_01_v3_303949_304166	near	217	TSS/TTS	Pf3D7_01_v3	304166
NEG_NEAR_Pf3D7_01_v3_303949_305042	near	1093	TSS/TTS	Pf3D7_01_v3	305042
NEG_NEAR_Pf3D7_01_v3_320167_319915	near	252	TSS/TTS	Pf3D7_01_v3	319915
NEG_NEAR_Pf3D7_01_v3_320167_319562	near	605	TSS/TTS	Pf3D7_01_v3	319562
NEG_NEAR_Pf3D7_01_v3_320167_320621	near	454	TSS/TTS	Pf3D7_01_v3	320621
NEG_NEAR_Pf3D7_01_v3_320167_321351	near	1184	TSS/TTS	Pf3D7_01_v3	321351
NEG_NEAR_Pf3D7_01_v3_326617_326308	near	309	TSS/TTS	Pf3D7_01_v3	326308
NEG_NEAR_Pf3D7_01_v3_326617_325295	near	1322	TSS/TTS	Pf3D7_01_v3	325295
NEG_NEAR_Pf3D7_01_v3_326617_327036	near	419	TSS/TTS	Pf3D7_01_v3	327036
NEG_NEAR_Pf3D7_01_v3_326617_327244	near	627	TSS/TTS	Pf3D7_01_v3	327244
NEG_NEAR_Pf3D7_01_v3_330737_330189	near	548	TSS/TTS	Pf3D7_01_v3	330189
NEG_NEAR_Pf3D7_01_v3_330737_329991	near	746	TSS/TTS	Pf3D7_01_v3	329991
NEG_NEAR_Pf3D7_01_v3_330737_331269	near	532	TSS/TTS	Pf3D7_01_v3	331269
NEG_NEAR_Pf3D7_01_v3_330737_331391	near	654	TSS/TTS	Pf3D7_01_v3	331391
NEG_NEAR_Pf3D7_01_v3_333351_332767	near	584	TSS/TTS	Pf3D7_01_v3	332767
NEG_NEAR_Pf3D7_01_v3_333351_332488	near	863	TSS/TTS	Pf3D7_01_v3	332488
NEG_NEAR_Pf3D7_01_v3_333351_333599	near	248	TSS/TTS	Pf3D7_01_v3	333599
NEG_NEAR_Pf3D7_01_v3_333351_334200	near	849	TSS/TTS	Pf3D7_01_v3	334200
NEG_NEAR_Pf3D7_01_v3_335087_334595	near	492	TSS/TTS	Pf3D7_01_v3	334595
NEG_NEAR_Pf3D7_01_v3_335087_334027	near	1060	TSS/TTS	Pf3D7_01_v3	334027
NEG_NEAR_Pf3D7_01_v3_335087_335621	near	534	TSS/TTS	Pf3D7_01_v3	335621
NEG_NEAR_Pf3D7_01_v3_335087_335912	near	825	TSS/TTS	Pf3D7_01_v3	335912
NEG_NEAR_Pf3D7_01_v3_344346_343928	near	418	TSS/TTS	Pf3D7_01_v3	343928
NEG_NEAR_Pf3D7_01_v3_344346_343505	near	841	TSS/TTS	Pf3D7_01_v3	343505
NEG_NEAR_Pf3D7_01_v3_344346_344597	near	251	TSS/TTS	Pf3D7_01_v3	344597
NEG_NEAR_Pf3D7_01_v3_344346_345323	near	977	TSS/TTS	Pf3D7_01_v3	345323
NEG_NEAR_Pf3D7_01_v3_347107_346727	near	380	TSS/TTS	Pf3D7_01_v3	346727
NEG_NEAR_Pf3D7_01_v3_347107_345656	near	1451	TSS/TTS	Pf3D7_01_v3	345656
NEG_NEAR_Pf3D7_01_v3_347107_347423	near	316	TSS/TTS	Pf3D7_01_v3	347423
NEG_NEAR_Pf3D7_01_v3_347107_348390	near	1283	TSS/TTS	Pf3D7_01_v3	348390
NEG_NEAR_Pf3D7_01_v3_350943_350379	near	564	TSS/TTS	Pf3D7_01_v3	350379
NEG_NEAR_Pf3D7_01_v3_350943_350207	near	736	TSS/TTS	Pf3D7_01_v3	350207
NEG_NEAR_Pf3D7_01_v3_350943_351196	near	253	TSS/TTS	Pf3D7_01_v3	351196
NEG_NEAR_Pf3D7_01_v3_350943_351600	near	657	TSS/TTS	Pf3D7_01_v3	351600
NEG_NEAR_Pf3D7_01_v3_357511_356935	near	576	TSS/TTS	Pf3D7_01_v3	356935
NEG_NEAR_Pf3D7_01_v3_357511_356388	near	1123	TSS/TTS	Pf3D7_01_v3	356388
NEG_NEAR_Pf3D7_01_v3_357511_357893	near	382	TSS/TTS	Pf3D7_01_v3	357893
NEG_NEAR_Pf3D7_01_v3_357511_358501	near	990	TSS/TTS	Pf3D7_01_v3	358501
NEG_NEAR_Pf3D7_01_v3_360806_360314	near	492	TSS/TTS	Pf3D7_01_v3	360314
NEG_NEAR_Pf3D7_01_v3_360806_359681	near	1125	TSS/TTS	Pf3D7_01_v3	359681
NEG_NEAR_Pf3D7_01_v3_360806_361233	near	427	TSS/TTS	Pf3D7_01_v3	361233
NEG_NEAR_Pf3D7_01_v3_360806_361945	near	1139	TSS/TTS	Pf3D7_01_v3	361945
NEG_NEAR_Pf3D7_01_v3_363127_362583	near	544	TSS/TTS	Pf3D7_01_v3	362583
NEG_NEAR_Pf3D7_01_v3_363127_362400	near	727	TSS/TTS	Pf3D7_01_v3	362400
NEG_NEAR_Pf3D7_01_v3_363127_363519	near	392	TSS/TTS	Pf3D7_01_v3	363519
NEG_NEAR_Pf3D7_01_v3_363127_364320	near	1193	TSS/TTS	Pf3D7_01_v3	364320
NEG_NEAR_Pf3D7_01_v3_365105_364693	near	412	TSS/TTS	Pf3D7_01_v3	364693
NEG_NEAR_Pf3D7_01_v3_365105_364198	near	907	TSS/TTS	Pf3D7_01_v3	364198
NEG_NEAR_Pf3D7_01_v3_365105_365670	near	565	TSS/TTS	Pf3D7_01_v3	365670
NEG_NEAR_Pf3D7_01_v3_365105_366163	near	1058	TSS/TTS	Pf3D7_01_v3	366163
NEG_NEAR_Pf3D7_01_v3_380248_379665	near	583	TSS/TTS	Pf3D7_01_v3	379665
NEG_NEAR_Pf3D7_01_v3_380248_379586	near	662	TSS/TTS	Pf3D7_01_v3	379586
NEG_NEAR_Pf3D7_01_v3_380248_380522	near	274	TSS/TTS	Pf3D7_01_v3	380522
NEG_NEAR_Pf3D7_01_v3_380248_381393	near	1145	TSS/TTS	Pf3D7_01_v3	381393
NEG_NEAR_Pf3D7_01_v3_382744_382273	near	471	TSS/TTS	Pf3D7_01_v3	382273
NEG_NEAR_Pf3D7_01_v3_382744_381932	near	812	TSS/TTS	Pf3D7_01_v3	381932
NEG_NEAR_Pf3D7_01_v3_382744_382949	near	205	TSS/TTS	Pf3D7_01_v3	382949
NEG_NEAR_Pf3D7_01_v3_382744_383552	near	808	TSS/TTS	Pf3D7_01_v3	383552
NEG_NEAR_Pf3D7_01_v3_383223_382508	near	715	TSS/TTS	Pf3D7_01_v3	382508
NEG_NEAR_Pf3D7_01_v3_383223_383457	near	234	TSS/TTS	Pf3D7_01_v3	383457
NEG_NEAR_Pf3D7_01_v3_383223_384390	near	1167	TSS/TTS	Pf3D7_01_v3	384390
NEG_NEAR_Pf3D7_01_v3_389239_388958	near	281	TSS/TTS	Pf3D7_01_v3	388958
NEG_NEAR_Pf3D7_01_v3_389239_388623	near	616	TSS/TTS	Pf3D7_01_v3	388623
NEG_NEAR_Pf3D7_01_v3_389239_389467	near	228	TSS/TTS	Pf3D7_01_v3	389467
NEG_NEAR_Pf3D7_01_v3_389239_390075	near	836	TSS/TTS	Pf3D7_01_v3	390075
NEG_NEAR_Pf3D7_01_v3_392482_392191	near	291	TSS/TTS	Pf3D7_01_v3	392191
NEG_NEAR_Pf3D7_01_v3_392482_391207	near	1275	TSS/TTS	Pf3D7_01_v3	391207
NEG_NEAR_Pf3D7_01_v3_392482_392723	near	241	TSS/TTS	Pf3D7_01_v3	392723
NEG_NEAR_Pf3D7_01_v3_392482_393898	near	1416	TSS/TTS	Pf3D7_01_v3	393898
NEG_NEAR_Pf3D7_01_v3_393564_393307	near	257	TSS/TTS	Pf3D7_01_v3	393307
NEG_NEAR_Pf3D7_01_v3_393564_392909	near	655	TSS/TTS	Pf3D7_01_v3	392909
NEG_NEAR_Pf3D7_01_v3_393564_394030	near	466	TSS/TTS	Pf3D7_01_v3	394030
NEG_NEAR_Pf3D7_01_v3_393564_394961	near	1397	TSS/TTS	Pf3D7_01_v3	394961
NEG_NEAR_Pf3D7_01_v3_396590_396029	near	561	TSS/TTS	Pf3D7_01_v3	396029
NEG_NEAR_Pf3D7_01_v3_396590_395196	near	1394	TSS/TTS	Pf3D7_01_v3	395196
NEG_NEAR_Pf3D7_01_v3_396590_396915	near	325	TSS/TTS	Pf3D7_01_v3	396915
NEG_NEAR_Pf3D7_01_v3_396590_397458	near	868	TSS/TTS	Pf3D7_01_v3	397458
NEG_NEAR_Pf3D7_01_v3_404104_403621	near	483	TSS/TTS	Pf3D7_01_v3	403621
NEG_NEAR_Pf3D7_01_v3_404104_403077	near	1027	TSS/TTS	Pf3D7_01_v3	403077
NEG_NEAR_Pf3D7_01_v3_404104_404670	near	566	TSS/TTS	Pf3D7_01_v3	404670
NEG_NEAR_Pf3D7_01_v3_404104_404920	near	816	TSS/TTS	Pf3D7_01_v3	404920
NEG_NEAR_Pf3D7_01_v3_405389_405107	near	282	TSS/TTS	Pf3D7_01_v3	405107
NEG_NEAR_Pf3D7_01_v3_405389_404741	near	648	TSS/TTS	Pf3D7_01_v3	404741
NEG_NEAR_Pf3D7_01_v3_405389_405719	near	330	TSS/TTS	Pf3D7_01_v3	405719
NEG_NEAR_Pf3D7_01_v3_405389_406142	near	753	TSS/TTS	Pf3D7_01_v3	406142
NEG_NEAR_Pf3D7_01_v3_412262_411906	near	356	TSS/TTS	Pf3D7_01_v3	411906
NEG_NEAR_Pf3D7_01_v3_412262_411560	near	702	TSS/TTS	Pf3D7_01_v3	411560
NEG_NEAR_Pf3D7_01_v3_412262_412515	near	253	TSS/TTS	Pf3D7_01_v3	412515
NEG_NEAR_Pf3D7_01_v3_412262_412909	near	647	TSS/TTS	Pf3D7_01_v3	412909
NEG_NEAR_Pf3D7_01_v3_415754_415339	near	415	TSS/TTS	Pf3D7_01_v3	415339
NEG_NEAR_Pf3D7_01_v3_415754_415014	near	740	TSS/TTS	Pf3D7_01_v3	415014
NEG_NEAR_Pf3D7_01_v3_415754_416123	near	369	TSS/TTS	Pf3D7_01_v3	416123
NEG_NEAR_Pf3D7_01_v3_415754_417215	near	1461	TSS/TTS	Pf3D7_01_v3	417215
NEG_NEAR_Pf3D7_01_v3_420211_419761	near	450	TSS/TTS	Pf3D7_01_v3	419761
NEG_NEAR_Pf3D7_01_v3_420211_419521	near	690	TSS/TTS	Pf3D7_01_v3	419521
NEG_NEAR_Pf3D7_01_v3_420211_420548	near	337	TSS/TTS	Pf3D7_01_v3	420548
NEG_NEAR_Pf3D7_01_v3_420211_421269	near	1058	TSS/TTS	Pf3D7_01_v3	421269
NEG_NEAR_Pf3D7_01_v3_436407_435846	near	561	TSS/TTS	Pf3D7_01_v3	435846
NEG_NEAR_Pf3D7_01_v3_436407_435806	near	601	TSS/TTS	Pf3D7_01_v3	435806
NEG_NEAR_Pf3D7_01_v3_436407_436785	near	378	TSS/TTS	Pf3D7_01_v3	436785
NEG_NEAR_Pf3D7_01_v3_436407_437161	near	754	TSS/TTS	Pf3D7_01_v3	437161
NEG_NEAR_Pf3D7_01_v3_438890_438508	near	382	TSS/TTS	Pf3D7_01_v3	438508
NEG_NEAR_Pf3D7_01_v3_438890_437920	near	970	TSS/TTS	Pf3D7_01_v3	437920
NEG_NEAR_Pf3D7_01_v3_438890_439188	near	298	TSS/TTS	Pf3D7_01_v3	439188
NEG_NEAR_Pf3D7_01_v3_438890_439599	near	709	TSS/TTS	Pf3D7_01_v3	439599
NEG_NEAR_Pf3D7_01_v3_445069_444783	near	286	TSS/TTS	Pf3D7_01_v3	444783
NEG_NEAR_Pf3D7_01_v3_445069_443824	near	1245	TSS/TTS	Pf3D7_01_v3	443824
NEG_NEAR_Pf3D7_01_v3_445069_445575	near	506	TSS/TTS	Pf3D7_01_v3	445575
NEG_NEAR_Pf3D7_01_v3_445069_446111	near	1042	TSS/TTS	Pf3D7_01_v3	446111
NEG_NEAR_Pf3D7_01_v3_449762_449280	near	482	TSS/TTS	Pf3D7_01_v3	449280
NEG_NEAR_Pf3D7_01_v3_449762_448949	near	813	TSS/TTS	Pf3D7_01_v3	448949
NEG_NEAR_Pf3D7_01_v3_449762_450154	near	392	TSS/TTS	Pf3D7_01_v3	450154
