id	type	band	source	chr	pos
NEG_FAR_Pf3D7_01_v3_461021	far	na	quiet_intergenic	Pf3D7_01_v3	461021
NEG_FAR_Pf3D7_01_v3_461221	far	na	quiet_intergenic	Pf3D7_01_v3	461221
NEG_FAR_Pf3D7_01_v3_461421	far	na	quiet_intergenic	Pf3D7_01_v3	461421
NEG_FAR_Pf3D7_01_v3_492128	far	na	quiet_intergenic	Pf3D7_01_v3	492128
NEG_FAR_Pf3D7_01_v3_492328	far	na	quiet_intergenic	Pf3D7_01_v3	492328
NEG_FAR_Pf3D7_01_v3_492528	far	na	quiet_intergenic	Pf3D7_01_v3	492528
NEG_FAR_Pf3D7_01_v3_492728	far	na	quiet_intergenic	Pf3D7_01_v3	492728
NEG_FAR_Pf3D7_01_v3_492928	far	na	quiet_intergenic	Pf3D7_01_v3	492928
NEG_FAR_Pf3D7_01_v3_493128	far	na	quiet_intergenic	Pf3D7_01_v3	493128
NEG_FAR_Pf3D7_01_v3_540026	far	na	quiet_intergenic	Pf3D7_01_v3	540026
NEG_FAR_Pf3D7_01_v3_540226	far	na	quiet_intergenic	Pf3D7_01_v3	540226
NEG_FAR_Pf3D7_01_v3_540426	far	na	quiet_intergenic	Pf3D7_01_v3	540426
NEG_FAR_Pf3D7_01_v3_567043	far	na	quiet_intergenic	Pf3D7_01_v3	567043
NEG_FAR_Pf3D7_01_v3_567243	far	na	quiet_intergenic	Pf3D7_01_v3	567243
NEG_FAR_Pf3D7_01_v3_567443	far	na	quiet_intergenic	Pf3D7_01_v3	567443
NEG_FAR_Pf3D7_01_v3_575254	far	na	quiet_intergenic	Pf3D7_01_v3	575254
NEG_FAR_Pf3D7_01_v3_575654	far	na	quiet_intergenic	Pf3D7_01_v3	575654
NEG_FAR_Pf3D7_02_v3_101039	far	na	quiet_intergenic	Pf3D7_02_v3	101039
NEG_FAR_Pf3D7_02_v3_101239	far	na	quiet_intergenic	Pf3D7_02_v3	101239
NEG_FAR_Pf3D7_02_v3_447243	far	na	quiet_intergenic	Pf3D7_02_v3	447243
NEG_FAR_Pf3D7_02_v3_447443	far	na	quiet_intergenic	Pf3D7_02_v3	447443
NEG_FAR_Pf3D7_02_v3_447843	far	na	quiet_intergenic	Pf3D7_02_v3	447843
NEG_FAR_Pf3D7_02_v3_448043	far	na	quiet_intergenic	Pf3D7_02_v3	448043
NEG_FAR_Pf3D7_02_v3_448243	far	na	quiet_intergenic	Pf3D7_02_v3	448243
NEG_FAR_Pf3D7_02_v3_448443	far	na	quiet_intergenic	Pf3D7_02_v3	448443
NEG_FAR_Pf3D7_02_v3_448843	far	na	quiet_intergenic	Pf3D7_02_v3	448843
NEG_FAR_Pf3D7_02_v3_449043	far	na	quiet_intergenic	Pf3D7_02_v3	449043
NEG_FAR_Pf3D7_02_v3_449443	far	na	quiet_intergenic	Pf3D7_02_v3	449443
NEG_FAR_Pf3D7_02_v3_449643	far	na	quiet_intergenic	Pf3D7_02_v3	449643
NEG_FAR_Pf3D7_02_v3_816655	far	na	quiet_intergenic	Pf3D7_02_v3	816655
NEG_FAR_Pf3D7_02_v3_816855	far	na	quiet_intergenic	Pf3D7_02_v3	816855
NEG_FAR_Pf3D7_02_v3_817055	far	na	quiet_intergenic	Pf3D7_02_v3	817055
NEG_FAR_Pf3D7_02_v3_817255	far	na	quiet_intergenic	Pf3D7_02_v3	817255
NEG_FAR_Pf3D7_02_v3_817655	far	na	quiet_intergenic	Pf3D7_02_v3	817655
NEG_FAR_Pf3D7_02_v3_817855	far	na	quiet_intergenic	Pf3D7_02_v3	817855
NEG_FAR_Pf3D7_02_v3_818255	far	na	quiet_intergenic	Pf3D7_02_v3	818255
NEG_FAR_Pf3D7_03_v3_74120	far	na	quiet_intergenic	Pf3D7_03_v3	74120
NEG_FAR_Pf3D7_03_v3_99908	far	na	quiet_intergenic	Pf3D7_03_v3	99908
NEG_FAR_Pf3D7_03_v3_100108	far	na	quiet_intergenic	Pf3D7_03_v3	100108
NEG_FAR_Pf3D7_03_v3_100308	far	na	quiet_intergenic	Pf3D7_03_v3	100308
NEG_FAR_Pf3D7_03_v3_100508	far	na	quiet_intergenic	Pf3D7_03_v3	100508
NEG_FAR_Pf3D7_03_v3_100708	far	na	quiet_intergenic	Pf3D7_03_v3	100708
NEG_FAR_Pf3D7_03_v3_101108	far	na	quiet_intergenic	Pf3D7_03_v3	101108
NEG_FAR_Pf3D7_03_v3_101308	far	na	quiet_intergenic	Pf3D7_03_v3	101308
NEG_FAR_Pf3D7_03_v3_485654	far	na	quiet_intergenic	Pf3D7_03_v3	485654
NEG_FAR_Pf3D7_03_v3_486054	far	na	quiet_intergenic	Pf3D7_03_v3	486054
NEG_FAR_Pf3D7_03_v3_486454	far	na	quiet_intergenic	Pf3D7_03_v3	486454
NEG_FAR_Pf3D7_03_v3_486654	far	na	quiet_intergenic	Pf3D7_03_v3	486654
NEG_FAR_Pf3D7_03_v3_594548	far	na	quiet_intergenic	Pf3D7_03_v3	594548
NEG_FAR_Pf3D7_03_v3_594948	far	na	quiet_intergenic	Pf3D7_03_v3	594948
NEG_FAR_Pf3D7_03_v3_595148	far	na	quiet_intergenic	Pf3D7_03_v3	595148
NEG_FAR_Pf3D7_03_v3_595348	far	na	quiet_intergenic	Pf3D7_03_v3	595348
NEG_FAR_Pf3D7_03_v3_595548	far	na	quiet_intergenic	Pf3D7_03_v3	595548
NEG_FAR_Pf3D7_03_v3_595748	far	na	quiet_intergenic	Pf3D7_03_v3	595748
NEG_FAR_Pf3D7_03_v3_595948	far	na	quiet_intergenic	Pf3D7_03_v3	595948
NEG_FAR_Pf3D7_03_v3_596148	far	na	quiet_intergenic	Pf3D7_03_v3	596148
NEG_FAR_Pf3D7_03_v3_596348	far	na	quiet_intergenic	Pf3D7_03_v3	596348
NEG_FAR_Pf3D7_03_v3_596548	far	na	quiet_intergenic	Pf3D7_03_v3	596548
NEG_FAR_Pf3D7_03_v3_596948	far	na	quiet_intergenic	Pf3D7_03_v3	596948
NEG_FAR_Pf3D7_03_v3_597148	far	na	quiet_intergenic	Pf3D7_03_v3	597148
NEG_FAR_Pf3D7_03_v3_597348	far	na	quiet_intergenic	Pf3D7_03_v3	597348
NEG_FAR_Pf3D7_03_v3_597548	far	na	quiet_intergenic	Pf3D7_03_v3	597548
NEG_FAR_Pf3D7_03_v3_597948	far	na	quiet_intergenic	Pf3D7_03_v3	597948
NEG_FAR_Pf3D7_03_v3_598348	far	na	quiet_intergenic	Pf3D7_03_v3	598348
NEG_FAR_Pf3D7_03_v3_598548	far	na	quiet_intergenic	Pf3D7_03_v3	598548
NEG_FAR_Pf3D7_03_v3_598748	far	na	quiet_intergenic	Pf3D7_03_v3	598748
NEG_FAR_Pf3D7_03_v3_598948	far	na	quiet_intergenic	Pf3D7_03_v3	598948
NEG_FAR_Pf3D7_03_v3_599148	far	na	quiet_intergenic	Pf3D7_03_v3	599148
NEG_FAR_Pf3D7_03_v3_599348	far	na	quiet_intergenic	Pf3D7_03_v3	599348
NEG_FAR_Pf3D7_03_v3_599548	far	na	quiet_intergenic	Pf3D7_03_v3	599548
NEG_FAR_Pf3D7_03_v3_599748	far	na	quiet_intergenic	Pf3D7_03_v3	599748
NEG_FAR_Pf3D7_03_v3_599948	far	na	quiet_intergenic	Pf3D7_03_v3	599948
NEG_FAR_Pf3D7_03_v3_600148	far	na	quiet_intergenic	Pf3D7_03_v3	600148
NEG_FAR_Pf3D7_03_v3_600348	far	na	quiet_intergenic	Pf3D7_03_v3	600348
NEG_FAR_Pf3D7_03_v3_600748	far	na	quiet_intergenic	Pf3D7_03_v3	600748
NEG_FAR_Pf3D7_03_v3_600948	far	na	quiet_intergenic	Pf3D7_03_v3	600948
NEG_FAR_Pf3D7_03_v3_601148	far	na	quiet_intergenic	Pf3D7_03_v3	601148
NEG_FAR_Pf3D7_03_v3_601548	far	na	quiet_intergenic	Pf3D7_03_v3	601548
NEG_FAR_Pf3D7_03_v3_601948	far	na	quiet_intergenic	Pf3D7_03_v3	601948
NEG_FAR_Pf3D7_03_v3_602148	far	na	quiet_intergenic	Pf3D7_03_v3	602148
NEG_FAR_Pf3D7_03_v3_602348	far	na	quiet_intergenic	Pf3D7_03_v3	602348
NEG_FAR_Pf3D7_03_v3_602548	far	na	quiet_intergenic	Pf3D7_03_v3	602548
NEG_FAR_Pf3D7_03_v3_696816	far	na	quiet_intergenic	Pf3D7_03_v3	696816
NEG_FAR_Pf3D7_03_v3_697016	far	na	quiet_intergenic	Pf3D7_03_v3	697016
NEG_FAR_Pf3D7_03_v3_697416	far	na	quiet_intergenic	Pf3D7_03_v3	697416
NEG_FAR_Pf3D7_03_v3_995626	far	na	quiet_intergenic	Pf3D7_03_v3	995626
NEG_FAR_Pf3D7_03_v3_996026	far	na	quiet_intergenic	Pf3D7_03_v3	996026
NEG_FAR_Pf3D7_04_v3_98123	far	na	quiet_intergenic	Pf3D7_04_v3	98123
NEG_FAR_Pf3D7_04_v3_98323	far	na	quiet_intergenic	Pf3D7_04_v3	98323
NEG_FAR_Pf3D7_04_v3_98523	far	na	quiet_intergenic	Pf3D7_04_v3	98523
NEG_FAR_Pf3D7_04_v3_118259	far	na	quiet_intergenic	Pf3D7_04_v3	118259
NEG_FAR_Pf3D7_04_v3_118659	far	na	quiet_intergenic	Pf3D7_04_v3	118659
NEG_FAR_Pf3D7_04_v3_118859	far	na	quiet_intergenic	Pf3D7_04_v3	118859
NEG_FAR_Pf3D7_04_v3_119059	far	na	quiet_intergenic	Pf3D7_04_v3	119059
NEG_FAR_Pf3D7_04_v3_119259	far	na	quiet_intergenic	Pf3D7_04_v3	119259
NEG_FAR_Pf3D7_04_v3_119459	far	na	quiet_intergenic	Pf3D7_04_v3	119459
NEG_FAR_Pf3D7_04_v3_119859	far	na	quiet_intergenic	Pf3D7_04_v3	119859
NEG_FAR_Pf3D7_04_v3_120059	far	na	quiet_intergenic	Pf3D7_04_v3	120059
NEG_FAR_Pf3D7_04_v3_120459	far	na	quiet_intergenic	Pf3D7_04_v3	120459
NEG_FAR_Pf3D7_04_v3_120659	far	na	quiet_intergenic	Pf3D7_04_v3	120659
NEG_FAR_Pf3D7_04_v3_120859	far	na	quiet_intergenic	Pf3D7_04_v3	120859
NEG_FAR_Pf3D7_04_v3_121059	far	na	quiet_intergenic	Pf3D7_04_v3	121059
NEG_FAR_Pf3D7_04_v3_121259	far	na	quiet_intergenic	Pf3D7_04_v3	121259
NEG_FAR_Pf3D7_04_v3_121459	far	na	quiet_intergenic	Pf3D7_04_v3	121459
NEG_FAR_Pf3D7_04_v3_153387	far	na	quiet_intergenic	Pf3D7_04_v3	153387
NEG_FAR_Pf3D7_04_v3_153587	far	na	quiet_intergenic	Pf3D7_04_v3	153587
NEG_FAR_Pf3D7_04_v3_153787	far	na	quiet_intergenic	Pf3D7_04_v3	153787
NEG_FAR_Pf3D7_04_v3_203209	far	na	quiet_intergenic	Pf3D7_04_v3	203209
NEG_FAR_Pf3D7_04_v3_203409	far	na	quiet_intergenic	Pf3D7_04_v3	203409
NEG_FAR_Pf3D7_04_v3_203609	far	na	quiet_intergenic	Pf3D7_04_v3	203609
NEG_FAR_Pf3D7_04_v3_203809	far	na	quiet_intergenic	Pf3D7_04_v3	203809
NEG_FAR_Pf3D7_04_v3_215855	far	na	quiet_intergenic	Pf3D7_04_v3	215855
NEG_FAR_Pf3D7_04_v3_216055	far	na	quiet_intergenic	Pf3D7_04_v3	216055
NEG_FAR_Pf3D7_04_v3_216255	far	na	quiet_intergenic	Pf3D7_04_v3	216255
NEG_FAR_Pf3D7_04_v3_216655	far	na	quiet_intergenic	Pf3D7_04_v3	216655
NEG_FAR_Pf3D7_04_v3_217055	far	na	quiet_intergenic	Pf3D7_04_v3	217055
NEG_FAR_Pf3D7_04_v3_244548	far	na	quiet_intergenic	Pf3D7_04_v3	244548
NEG_FAR_Pf3D7_04_v3_244748	far	na	quiet_intergenic	Pf3D7_04_v3	244748
NEG_FAR_Pf3D7_04_v3_244948	far	na	quiet_intergenic	Pf3D7_04_v3	244948
NEG_FAR_Pf3D7_04_v3_245148	far	na	quiet_intergenic	Pf3D7_04_v3	245148
NEG_FAR_Pf3D7_04_v3_245348	far	na	quiet_intergenic	Pf3D7_04_v3	245348
NEG_FAR_Pf3D7_04_v3_495376	far	na	quiet_intergenic	Pf3D7_04_v3	495376
NEG_FAR_Pf3D7_04_v3_495576	far	na	quiet_intergenic	Pf3D7_04_v3	495576
NEG_FAR_Pf3D7_04_v3_495776	far	na	quiet_intergenic	Pf3D7_04_v3	495776
NEG_FAR_Pf3D7_04_v3_495976	far	na	quiet_intergenic	Pf3D7_04_v3	495976
NEG_FAR_Pf3D7_04_v3_496576	far	na	quiet_intergenic	Pf3D7_04_v3	496576
NEG_FAR_Pf3D7_04_v3_496776	far	na	quiet_intergenic	Pf3D7_04_v3	496776
NEG_FAR_Pf3D7_04_v3_606657	far	na	quiet_intergenic	Pf3D7_04_v3	606657
NEG_FAR_Pf3D7_04_v3_606857	far	na	quiet_intergenic	Pf3D7_04_v3	606857
NEG_FAR_Pf3D7_04_v3_607057	far	na	quiet_intergenic	Pf3D7_04_v3	607057
NEG_FAR_Pf3D7_04_v3_642692	far	na	quiet_intergenic	Pf3D7_04_v3	642692
NEG_FAR_Pf3D7_04_v3_642892	far	na	quiet_intergenic	Pf3D7_04_v3	642892
NEG_FAR_Pf3D7_04_v3_643092	far	na	quiet_intergenic	Pf3D7_04_v3	643092
NEG_FAR_Pf3D7_04_v3_643292	far	na	quiet_intergenic	Pf3D7_04_v3	643292
NEG_FAR_Pf3D7_04_v3_643492	far	na	quiet_intergenic	Pf3D7_04_v3	643492
NEG_FAR_Pf3D7_04_v3_643692	far	na	quiet_intergenic	Pf3D7_04_v3	643692
NEG_FAR_Pf3D7_04_v3_644092	far	na	quiet_intergenic	Pf3D7_04_v3	644092
NEG_FAR_Pf3D7_04_v3_644292	far	na	quiet_intergenic	Pf3D7_04_v3	644292
NEG_FAR_Pf3D7_04_v3_644892	far	na	quiet_intergenic	Pf3D7_04_v3	644892
NEG_FAR_Pf3D7_04_v3_645092	far	na	quiet_intergenic	Pf3D7_04_v3	645092
NEG_FAR_Pf3D7_04_v3_645292	far	na	quiet_intergenic	Pf3D7_04_v3	645292
NEG_FAR_Pf3D7_04_v3_824341	far	na	quiet_intergenic	Pf3D7_04_v3	824341
NEG_FAR_Pf3D7_04_v3_824541	far	na	quiet_intergenic	Pf3D7_04_v3	824541
NEG_FAR_Pf3D7_04_v3_824741	far	na	quiet_intergenic	Pf3D7_04_v3	824741
NEG_FAR_Pf3D7_04_v3_824941	far	na	quiet_intergenic	Pf3D7_04_v3	824941
NEG_FAR_Pf3D7_04_v3_825141	far	na	quiet_intergenic	Pf3D7_04_v3	825141
NEG_FAR_Pf3D7_04_v3_825341	far	na	quiet_intergenic	Pf3D7_04_v3	825341
NEG_FAR_Pf3D7_04_v3_825541	far	na	quiet_intergenic	Pf3D7_04_v3	825541
NEG_FAR_Pf3D7_04_v3_825941	far	na	quiet_intergenic	Pf3D7_04_v3	825941
NEG_FAR_Pf3D7_04_v3_826341	far	na	quiet_intergenic	Pf3D7_04_v3	826341
NEG_FAR_Pf3D7_04_v3_826541	far	na	quiet_intergenic	Pf3D7_04_v3	826541
NEG_FAR_Pf3D7_04_v3_826741	far	na	quiet_intergenic	Pf3D7_04_v3	826741
NEG_FAR_Pf3D7_04_v3_826941	far	na	quiet_intergenic	Pf3D7_04_v3	826941
NEG_FAR_Pf3D7_04_v3_827141	far	na	quiet_intergenic	Pf3D7_04_v3	827141
NEG_FAR_Pf3D7_04_v3_827341	far	na	quiet_intergenic	Pf3D7_04_v3	827341
NEG_FAR_Pf3D7_04_v3_827541	far	na	quiet_intergenic	Pf3D7_04_v3	827541
NEG_FAR_Pf3D7_04_v3_827741	far	na	quiet_intergenic	Pf3D7_04_v3	827741
NEG_FAR_Pf3D7_04_v3_827941	far	na	quiet_intergenic	Pf3D7_04_v3	827941
NEG_FAR_Pf3D7_04_v3_913972	far	na	quiet_intergenic	Pf3D7_04_v3	913972
NEG_FAR_Pf3D7_04_v3_914172	far	na	quiet_intergenic	Pf3D7_04_v3	914172
NEG_FAR_Pf3D7_04_v3_914372	far	na	quiet_intergenic	Pf3D7_04_v3	914372
NEG_FAR_Pf3D7_04_v3_914572	far	na	quiet_intergenic	Pf3D7_04_v3	914572
NEG_FAR_Pf3D7_04_v3_914972	far	na	quiet_intergenic	Pf3D7_04_v3	914972
NEG_FAR_Pf3D7_04_v3_915172	far	na	quiet_intergenic	Pf3D7_04_v3	915172
NEG_FAR_Pf3D7_04_v3_915372	far	na	quiet_intergenic	Pf3D7_04_v3	915372
NEG_FAR_Pf3D7_04_v3_915572	far	na	quiet_intergenic	Pf3D7_04_v3	915572
NEG_FAR_Pf3D7_04_v3_915772	far	na	quiet_intergenic	Pf3D7_04_v3	915772
NEG_FAR_Pf3D7_04_v3_915972	far	na	quiet_intergenic	Pf3D7_04_v3	915972
NEG_FAR_Pf3D7_04_v3_1019248	far	na	quiet_intergenic	Pf3D7_04_v3	1019248
NEG_FAR_Pf3D7_04_v3_1019448	far	na	quiet_intergenic	Pf3D7_04_v3	1019448
NEG_FAR_Pf3D7_04_v3_1019648	far	na	quiet_intergenic	Pf3D7_04_v3	1019648
NEG_FAR_Pf3D7_04_v3_1068629	far	na	quiet_intergenic	Pf3D7_04_v3	1068629
NEG_FAR_Pf3D7_04_v3_1069229	far	na	quiet_intergenic	Pf3D7_04_v3	1069229
NEG_FAR_Pf3D7_04_v3_1069429	far	na	quiet_intergenic	Pf3D7_04_v3	1069429
NEG_FAR_Pf3D7_04_v3_1073846	far	na	quiet_intergenic	Pf3D7_04_v3	1073846
NEG_FAR_Pf3D7_05_v3_432354	far	na	quiet_intergenic	Pf3D7_05_v3	432354
NEG_FAR_Pf3D7_05_v3_432754	far	na	quiet_intergenic	Pf3D7_05_v3	432754
NEG_FAR_Pf3D7_05_v3_433154	far	na	quiet_intergenic	Pf3D7_05_v3	433154
NEG_FAR_Pf3D7_05_v3_433754	far	na	quiet_intergenic	Pf3D7_05_v3	433754
NEG_FAR_Pf3D7_05_v3_433954	far	na	quiet_intergenic	Pf3D7_05_v3	433954
NEG_FAR_Pf3D7_05_v3_434154	far	na	quiet_intergenic	Pf3D7_05_v3	434154
NEG_FAR_Pf3D7_05_v3_434354	far	na	quiet_intergenic	Pf3D7_05_v3	434354
NEG_FAR_Pf3D7_05_v3_434554	far	na	quiet_intergenic	Pf3D7_05_v3	434554
NEG_FAR_Pf3D7_05_v3_434754	far	na	quiet_intergenic	Pf3D7_05_v3	434754
NEG_FAR_Pf3D7_05_v3_434954	far	na	quiet_intergenic	Pf3D7_05_v3	434954
NEG_FAR_Pf3D7_05_v3_435154	far	na	quiet_intergenic	Pf3D7_05_v3	435154
NEG_FAR_Pf3D7_05_v3_435354	far	na	quiet_intergenic	Pf3D7_05_v3	435354
NEG_FAR_Pf3D7_05_v3_453635	far	na	quiet_intergenic	Pf3D7_05_v3	453635
NEG_FAR_Pf3D7_05_v3_453835	far	na	quiet_intergenic	Pf3D7_05_v3	453835
NEG_FAR_Pf3D7_05_v3_454235	far	na	quiet_intergenic	Pf3D7_05_v3	454235
NEG_FAR_Pf3D7_05_v3_454435	far	na	quiet_intergenic	Pf3D7_05_v3	454435
NEG_FAR_Pf3D7_05_v3_454635	far	na	quiet_intergenic	Pf3D7_05_v3	454635
NEG_FAR_Pf3D7_05_v3_454835	far	na	quiet_intergenic	Pf3D7_05_v3	454835
NEG_FAR_Pf3D7_05_v3_455035	far	na	quiet_intergenic	Pf3D7_05_v3	455035
NEG_FAR_Pf3D7_05_v3_455435	far	na	quiet_intergenic	Pf3D7_05_v3	455435
NEG_FAR_Pf3D7_05_v3_455635	far	na	quiet_intergenic	Pf3D7_05_v3	455635
NEG_FAR_Pf3D7_05_v3_455835	far	na	quiet_intergenic	Pf3D7_05_v3	455835
NEG_FAR_Pf3D7_05_v3_456035	far	na	quiet_intergenic	Pf3D7_05_v3	456035
NEG_FAR_Pf3D7_05_v3_456435	far	na	quiet_intergenic	Pf3D7_05_v3	456435
NEG_FAR_Pf3D7_05_v3_456635	far	na	quiet_intergenic	Pf3D7_05_v3	456635
NEG_FAR_Pf3D7_05_v3_456835	far	na	quiet_intergenic	Pf3D7_05_v3	456835
NEG_FAR_Pf3D7_05_v3_457035	far	na	quiet_intergenic	Pf3D7_05_v3	457035
NEG_FAR_Pf3D7_05_v3_457235	far	na	quiet_intergenic	Pf3D7_05_v3	457235
NEG_FAR_Pf3D7_05_v3_709257	far	na	quiet_intergenic	Pf3D7_05_v3	709257
NEG_FAR_Pf3D7_05_v3_709457	far	na	quiet_intergenic	Pf3D7_05_v3	709457
NEG_FAR_Pf3D7_05_v3_709657	far	na	quiet_intergenic	Pf3D7_05_v3	709657
NEG_FAR_Pf3D7_05_v3_709857	far	na	quiet_intergenic	Pf3D7_05_v3	709857
NEG_FAR_Pf3D7_05_v3_710257	far	na	quiet_intergenic	Pf3D7_05_v3	710257
NEG_FAR_Pf3D7_05_v3_710457	far	na	quiet_intergenic	Pf3D7_05_v3	710457
NEG_FAR_Pf3D7_05_v3_710657	far	na	quiet_intergenic	Pf3D7_05_v3	710657
NEG_FAR_Pf3D7_05_v3_727752	far	na	quiet_intergenic	Pf3D7_05_v3	727752
NEG_FAR_Pf3D7_05_v3_728152	far	na	quiet_intergenic	Pf3D7_05_v3	728152
NEG_FAR_Pf3D7_05_v3_728552	far	na	quiet_intergenic	Pf3D7_05_v3	728552
NEG_FAR_Pf3D7_05_v3_728752	far	na	quiet_intergenic	Pf3D7_05_v3	728752
NEG_FAR_Pf3D7_05_v3_946932	far	na	quiet_intergenic	Pf3D7_05_v3	946932
NEG_FAR_Pf3D7_05_v3_1033032	far	na	quiet_intergenic	Pf3D7_05_v3	1033032
NEG_FAR_Pf3D7_05_v3_1033232	far	na	quiet_intergenic	Pf3D7_05_v3	1033232
NEG_FAR_Pf3D7_05_v3_1033432	far	na	quiet_intergenic	Pf3D7_05_v3	1033432
NEG_FAR_Pf3D7_05_v3_1097514	far	na	quiet_intergenic	Pf3D7_05_v3	1097514
NEG_FAR_Pf3D7_05_v3_1097714	far	na	quiet_intergenic	Pf3D7_05_v3	1097714
NEG_FAR_Pf3D7_05_v3_1097914	far	na	quiet_intergenic	Pf3D7_05_v3	1097914
NEG_FAR_Pf3D7_05_v3_1098114	far	na	quiet_intergenic	Pf3D7_05_v3	1098114
NEG_FAR_Pf3D7_05_v3_1098314	far	na	quiet_intergenic	Pf3D7_05_v3	1098314
NEG_FAR_Pf3D7_05_v3_1098714	far	na	quiet_intergenic	Pf3D7_05_v3	1098714
NEG_FAR_Pf3D7_05_v3_1098914	far	na	quiet_intergenic	Pf3D7_05_v3	1098914
NEG_FAR_Pf3D7_05_v3_1099114	far	na	quiet_intergenic	Pf3D7_05_v3	1099114
NEG_FAR_Pf3D7_05_v3_1298200	far	na	quiet_intergenic	Pf3D7_05_v3	1298200
NEG_FAR_Pf3D7_06_v3_54899	far	na	quiet_intergenic	Pf3D7_06_v3	54899
NEG_FAR_Pf3D7_06_v3_55299	far	na	quiet_intergenic	Pf3D7_06_v3	55299
NEG_FAR_Pf3D7_06_v3_55699	far	na	quiet_intergenic	Pf3D7_06_v3	55699
NEG_FAR_Pf3D7_06_v3_55899	far	na	quiet_intergenic	Pf3D7_06_v3	55899
NEG_FAR_Pf3D7_06_v3_56299	far	na	quiet_intergenic	Pf3D7_06_v3	56299
NEG_FAR_Pf3D7_06_v3_56499	far	na	quiet_intergenic	Pf3D7_06_v3	56499
NEG_FAR_Pf3D7_06_v3_56699	far	na	quiet_intergenic	Pf3D7_06_v3	56699
NEG_FAR_Pf3D7_06_v3_56899	far	na	quiet_intergenic	Pf3D7_06_v3	56899
NEG_FAR_Pf3D7_06_v3_57299	far	na	quiet_intergenic	Pf3D7_06_v3	57299
NEG_FAR_Pf3D7_06_v3_57499	far	na	quiet_intergenic	Pf3D7_06_v3	57499
NEG_FAR_Pf3D7_06_v3_57699	far	na	quiet_intergenic	Pf3D7_06_v3	57699
NEG_FAR_Pf3D7_06_v3_57899	far	na	quiet_intergenic	Pf3D7_06_v3	57899
NEG_FAR_Pf3D7_06_v3_58099	far	na	quiet_intergenic	Pf3D7_06_v3	58099
NEG_FAR_Pf3D7_06_v3_58299	far	na	quiet_intergenic	Pf3D7_06_v3	58299
NEG_FAR_Pf3D7_06_v3_58499	far	na	quiet_intergenic	Pf3D7_06_v3	58499
NEG_FAR_Pf3D7_06_v3_58699	far	na	quiet_intergenic	Pf3D7_06_v3	58699
NEG_FAR_Pf3D7_06_v3_58899	far	na	quiet_intergenic	Pf3D7_06_v3	58899
NEG_FAR_Pf3D7_06_v3_59099	far	na	quiet_intergenic	Pf3D7_06_v3	59099
NEG_FAR_Pf3D7_06_v3_59499	far	na	quiet_intergenic	Pf3D7_06_v3	59499
NEG_FAR_Pf3D7_06_v3_59699	far	na	quiet_intergenic	Pf3D7_06_v3	59699
NEG_FAR_Pf3D7_06_v3_59899	far	na	quiet_intergenic	Pf3D7_06_v3	59899
NEG_FAR_Pf3D7_06_v3_60099	far	na	quiet_intergenic	Pf3D7_06_v3	60099
NEG_FAR_Pf3D7_06_v3_60299	far	na	quiet_intergenic	Pf3D7_06_v3	60299
